hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
City Hospital,28.61,77.2,2024,4,31,22,Emergency,Dr Doe,Yes,No,0,14,4
City Hospital,28.61,77.2,2022,22,47,62,Cardiology,Dr Gupta,No,Yes,3,333,5
Metro Hospital,28.65,77.25,2022,10,87,53,Cardiology,Dr Kim,Yes,No,3,399,1
City Hospital,28.61,77.2,2022,3,5,4,Cardiology,Dr Gupta,Yes,No,3,325,8
Metro Hospital,28.65,77.25,2022,23,72,78,Emergency,Dr Smith,No,Yes,0,65,3
City Hospital,28.61,77.2,2022,23,26,19,X-ray,Dr Das,Yes,No,4,490,5
City Hospital,28.61,77.2,2022,16,45,48,Orthopedic,Dr Patel,No,Yes,2,290,3
City Hospital,28.61,77.2,2024,18,90,87,Orthopedic,Dr Reddy,No,Yes,2,282,0
City Hospital,28.61,77.2,2023,23,2,5,Dental,Dr Ali,Yes,No,1,151,7
Green Valley Hospital,28.7,77.3,2023,21,67,47,X-ray,Dr Das,Yes,No,4,474,3
Green Valley Hospital,28.7,77.3,2022,0,1,34,Dental,Dr Ali,No,Yes,1,188,7
Metro Hospital,28.65,77.25,2023,22,72,59,Emergency,Dr Doe,No,Yes,0,45,3
Green Valley Hospital,28.7,77.3,2022,23,28,19,X-ray,Dr Ray,Yes,No,4,468,7
City Hospital,28.61,77.2,2023,7,91,59,Emergency,Dr Khan,Yes,No,0,51,1
Metro Hospital,28.65,77.25,2022,21,130,88,Emergency,Dr Khan,Yes,No,0,80,0
Metro Hospital,28.65,77.25,2022,11,91,88,Cardiology,Dr Kim,No,Yes,3,324,0
City Hospital,28.61,77.2,2022,0,113,62,Emergency,Dr Smith,Yes,No,0,85,0
Green Valley Hospital,28.7,77.3,2022,22,30,45,X-ray,Dr Ray,No,Yes,4,473,6
City Hospital,28.61,77.2,2024,22,30,49,Orthopedic,Dr Patel,No,Yes,2,267,7
City Hospital,28.61,77.2,2022,10,50,34,X-ray,Dr Ray,Yes,No,4,495,4
Green Valley Hospital,28.7,77.3,2023,6,4,3,Cardiology,Dr Gupta,Yes,No,3,363,6
Metro Hospital,28.65,77.25,2024,10,92,60,Orthopedic,Dr Patel,Yes,No,2,255,0
City Hospital,28.61,77.2,2022,23,32,21,Orthopedic,Dr Verma,Yes,No,2,294,6
Metro Hospital,28.65,77.25,2023,10,94,60,Cardiology,Dr Kim,Yes,No,3,399,0
City Hospital,28.61,77.2,2022,8,50,26,Orthopedic,Dr Patel,Yes,No,2,296,3
Metro Hospital,28.65,77.25,2023,14,78,44,Dental,Dr Wong,Yes,No,1,189,1
Green Valley Hospital,28.7,77.3,2022,7,2,5,Dental,Dr Ali,Yes,No,1,121,6
City Hospital,28.61,77.2,2024,5,7,5,Orthopedic,Dr Reddy,Yes,No,2,268,6
Metro Hospital,28.65,77.25,2022,11,65,39,X-ray,Dr Das,Yes,No,4,423,2
Metro Hospital,28.65,77.25,2022,17,48,55,Dental,Dr Ali,No,Yes,1,166,3
Metro Hospital,28.65,77.25,2023,22,105,72,Emergency,Dr Smith,Yes,No,0,54,0
Green Valley Hospital,28.7,77.3,2023,18,81,39,Dental,Dr Singh,Yes,No,1,168,1
Green Valley Hospital,28.7,77.3,2022,9,40,32,Dental,Dr Wong,Yes,No,1,131,6
Metro Hospital,28.65,77.25,2022,13,86,38,Cardiology,Dr Wright,Yes,No,3,382,1
City Hospital,28.61,77.2,2023,14,70,45,Dental,Dr Ali,Yes,No,1,121,3
City Hospital,28.61,77.2,2024,1,11,8,Cardiology,Dr Gupta,Yes,No,3,313,9
City Hospital,28.61,77.2,2023,10,79,50,Orthopedic,Dr Verma,Yes,No,2,239,1
Metro Hospital,28.65,77.25,2023,0,3,6,Dental,Dr Wong,Yes,No,1,163,6
Green Valley Hospital,28.7,77.3,2023,15,34,24,Dental,Dr Singh,Yes,No,1,144,6
Metro Hospital,28.65,77.25,2024,14,79,49,Cardiology,Dr Gupta,Yes,No,3,392,1
Metro Hospital,28.65,77.25,2023,10,88,88,Dental,Dr Singh,No,Yes,1,171,3
City Hospital,28.61,77.2,2023,14,87,41,Orthopedic,Dr Verma,Yes,No,2,288,3
City Hospital,28.61,77.2,2023,11,89,60,Orthopedic,Dr Verma,Yes,No,2,228,1
City Hospital,28.61,77.2,2023,5,12,12,X-ray,Dr Ray,Yes,No,4,429,9
City Hospital,28.61,77.2,2024,20,102,44,Cardiology,Dr Wright,Yes,No,3,364,0
Green Valley Hospital,28.7,77.3,2023,3,0,0,Dental,Dr Singh,Yes,No,1,116,9
Metro Hospital,28.65,77.25,2023,7,92,94,Emergency,Dr Khan,No,Yes,0,49,2
Green Valley Hospital,28.7,77.3,2024,2,1,4,Dental,Dr Singh,Yes,No,1,150,7
Green Valley Hospital,28.7,77.3,2023,12,48,33,X-ray,Dr Ray,Yes,No,4,410,4
Metro Hospital,28.65,77.25,2022,0,1,5,Dental,Dr Singh,Yes,No,1,178,8
Green Valley Hospital,28.7,77.3,2024,5,14,11,X-ray,Dr Ray,Yes,No,4,423,9
City Hospital,28.61,77.2,2024,11,74,42,Orthopedic,Dr Reddy,Yes,No,2,214,3
Green Valley Hospital,28.7,77.3,2024,22,2,4,Dental,Dr Singh,Yes,No,1,116,6
Green Valley Hospital,28.7,77.3,2022,2,44,23,Emergency,Dr Doe,Yes,No,0,46,4
Green Valley Hospital,28.7,77.3,2023,17,29,42,Orthopedic,Dr Patel,No,Yes,2,255,8
Green Valley Hospital,28.7,77.3,2022,20,66,37,X-ray,Dr Das,Yes,No,4,486,4
Metro Hospital,28.65,77.25,2024,15,38,30,Orthopedic,Dr Patel,Yes,No,2,298,5
Metro Hospital,28.65,77.25,2024,15,32,17,Dental,Dr Wong,Yes,No,1,168,4
Metro Hospital,28.65,77.25,2024,6,8,10,Orthopedic,Dr Verma,Yes,No,2,211,5
City Hospital,28.61,77.2,2024,8,46,25,Orthopedic,Dr Sharma,Yes,No,2,252,4
City Hospital,28.61,77.2,2023,6,18,13,X-ray,Dr Das,Yes,No,4,423,6
Green Valley Hospital,28.7,77.3,2024,11,84,58,Dental,Dr Wong,Yes,No,1,164,1
City Hospital,28.61,77.2,2023,14,69,67,Orthopedic,Dr Sharma,No,Yes,2,242,2
Green Valley Hospital,28.7,77.3,2023,4,8,6,Cardiology,Dr Gupta,Yes,No,3,356,9
Metro Hospital,28.65,77.25,2023,15,32,26,Cardiology,Dr Lee,Yes,No,3,342,6
City Hospital,28.61,77.2,2022,6,19,17,Emergency,Dr Smith,Yes,No,0,37,4
Green Valley Hospital,28.7,77.3,2022,0,95,47,Emergency,Dr Khan,Yes,No,0,68,2
Metro Hospital,28.65,77.25,2024,23,53,50,Cardiology,Dr Wright,No,Yes,3,344,5
Green Valley Hospital,28.7,77.3,2022,14,137,79,Emergency,Dr Allen,Yes,No,0,92,0
City Hospital,28.61,77.2,2022,8,33,23,Dental,Dr Wong,Yes,No,1,138,6
Metro Hospital,28.65,77.25,2023,7,42,63,Cardiology,Dr Wright,No,Yes,3,343,5
Metro Hospital,28.65,77.25,2023,5,11,8,Cardiology,Dr Kim,Yes,No,3,368,9
Metro Hospital,28.65,77.25,2022,13,144,79,Emergency,Dr Allen,Yes,No,0,67,0
City Hospital,28.61,77.2,2022,4,11,9,Cardiology,Dr Lee,Yes,No,3,371,7
Metro Hospital,28.65,77.25,2023,13,153,104,Emergency,Dr Smith,Yes,No,0,31,0
Green Valley Hospital,28.7,77.3,2024,14,84,42,Dental,Dr Singh,Yes,No,1,191,1
City Hospital,28.61,77.2,2022,22,35,21,Cardiology,Dr Kim,Yes,No,3,329,5
Metro Hospital,28.65,77.25,2023,10,144,70,Emergency,Dr Smith,Yes,No,0,80,0
City Hospital,28.61,77.2,2022,6,37,22,Emergency,Dr Khan,Yes,No,0,67,5
City Hospital,28.61,77.2,2022,20,91,59,Dental,Dr Ali,Yes,No,1,138,1
Metro Hospital,28.65,77.25,2024,22,50,27,Cardiology,Dr Gupta,Yes,No,3,340,4
City Hospital,28.61,77.2,2024,13,70,42,Cardiology,Dr Wright,Yes,No,3,356,2
City Hospital,28.61,77.2,2023,18,55,40,X-ray,Dr Das,Yes,No,4,483,3
Green Valley Hospital,28.7,77.3,2024,17,48,34,Orthopedic,Dr Verma,Yes,No,2,296,7
Green Valley Hospital,28.7,77.3,2024,2,0,0,Dental,Dr Singh,Yes,No,1,117,8
Green Valley Hospital,28.7,77.3,2024,3,2,5,Dental,Dr Singh,Yes,No,1,174,10
Metro Hospital,28.65,77.25,2023,0,45,51,Cardiology,Dr Lee,No,Yes,3,361,5
Green Valley Hospital,28.7,77.3,2023,8,32,21,Cardiology,Dr Wright,Yes,No,3,345,8
Metro Hospital,28.65,77.25,2024,13,66,31,Cardiology,Dr Lee,Yes,No,3,340,4
Green Valley Hospital,28.7,77.3,2023,2,3,35,Orthopedic,Dr Patel,No,Yes,2,267,5
Green Valley Hospital,28.7,77.3,2023,10,87,45,Dental,Dr Singh,Yes,No,1,185,2
City Hospital,28.61,77.2,2024,19,101,53,Dental,Dr Ali,Yes,No,1,170,0
Metro Hospital,28.65,77.25,2022,7,39,21,X-ray,Dr Das,Yes,No,4,422,7
Metro Hospital,28.65,77.25,2022,10,72,45,Dental,Dr Singh,Yes,No,1,195,2
City Hospital,28.61,77.2,2022,5,34,22,Emergency,Dr Doe,Yes,No,0,71,3
Metro Hospital,28.65,77.25,2023,1,9,8,Cardiology,Dr Kim,Yes,No,3,362,10
Green Valley Hospital,28.7,77.3,2022,23,3,6,Dental,Dr Ali,Yes,No,1,156,10
City Hospital,28.61,77.2,2023,8,28,16,X-ray,Dr Das,Yes,No,4,473,8
Green Valley Hospital,28.7,77.3,2024,6,33,20,Emergency,Dr Smith,Yes,No,0,44,4
City Hospital,28.61,77.2,2024,21,64,40,X-ray,Dr Ray,Yes,No,4,494,2
Green Valley Hospital,28.7,77.3,2023,6,3,28,Dental,Dr Ali,No,Yes,1,133,7
Green Valley Hospital,28.7,77.3,2023,10,143,122,Emergency,Dr Allen,No,Yes,0,32,0
Green Valley Hospital,28.7,77.3,2024,20,101,63,Dental,Dr Wong,Yes,No,1,191,0
Metro Hospital,28.65,77.25,2024,17,40,20,Dental,Dr Ali,Yes,No,1,151,5
Green Valley Hospital,28.7,77.3,2024,16,73,51,Emergency,Dr Smith,Yes,No,0,99,4
Metro Hospital,28.65,77.25,2022,1,0,0,Dental,Dr Ali,Yes,No,1,177,9
City Hospital,28.61,77.2,2023,3,7,5,Orthopedic,Dr Verma,Yes,No,2,226,6
City Hospital,28.61,77.2,2022,9,28,22,Cardiology,Dr Kim,Yes,No,3,395,6
City Hospital,28.61,77.2,2022,8,75,45,Emergency,Dr Khan,Yes,No,0,18,4
Green Valley Hospital,28.7,77.3,2023,14,152,64,Emergency,Dr Allen,Yes,No,0,12,0
Metro Hospital,28.65,77.25,2024,2,12,9,X-ray,Dr Das,Yes,No,4,461,8
Green Valley Hospital,28.7,77.3,2024,13,71,35,Orthopedic,Dr Patel,Yes,No,2,217,3
City Hospital,28.61,77.2,2024,6,1,38,Dental,Dr Ali,No,Yes,1,128,7
City Hospital,28.61,77.2,2023,10,149,65,Emergency,Dr Allen,Yes,No,0,39,0
Green Valley Hospital,28.7,77.3,2022,3,3,6,Dental,Dr Singh,Yes,No,1,145,7
Metro Hospital,28.65,77.25,2022,18,55,36,X-ray,Dr Das,Yes,No,4,435,6
Metro Hospital,28.65,77.25,2023,18,88,52,Cardiology,Dr Kim,Yes,No,3,370,1
City Hospital,28.61,77.2,2022,2,10,5,X-ray,Dr Ray,Yes,No,4,422,8
Green Valley Hospital,28.7,77.3,2024,18,56,40,X-ray,Dr Ray,Yes,No,4,485,5
City Hospital,28.61,77.2,2023,14,55,29,X-ray,Dr Ray,Yes,No,4,449,4
City Hospital,28.61,77.2,2024,9,78,55,Emergency,Dr Doe,Yes,No,0,89,3
City Hospital,28.61,77.2,2022,22,43,31,Orthopedic,Dr Patel,Yes,No,2,238,5
Metro Hospital,28.65,77.25,2024,10,55,31,X-ray,Dr Ray,Yes,No,4,495,5
Green Valley Hospital,28.7,77.3,2023,21,64,31,X-ray,Dr Das,Yes,No,4,492,4
City Hospital,28.61,77.2,2024,0,2,2,Dental,Dr Singh,Yes,No,1,189,8
City Hospital,28.61,77.2,2023,19,91,62,Orthopedic,Dr Reddy,No,Yes,2,279,0
Green Valley Hospital,28.7,77.3,2023,8,90,80,Emergency,Dr Allen,No,Yes,0,93,1
Metro Hospital,28.65,77.25,2022,3,15,11,X-ray,Dr Ray,Yes,No,4,497,6
Green Valley Hospital,28.7,77.3,2022,10,58,35,X-ray,Dr Ray,Yes,No,4,482,5
City Hospital,28.61,77.2,2024,15,97,82,Emergency,Dr Smith,No,Yes,0,17,2
City Hospital,28.61,77.2,2022,3,1,5,Dental,Dr Wong,Yes,No,1,121,5
City Hospital,28.61,77.2,2022,10,123,78,Emergency,Dr Khan,Yes,No,0,49,0
Green Valley Hospital,28.7,77.3,2022,10,85,99,Orthopedic,Dr Verma,No,Yes,2,234,1
Metro Hospital,28.65,77.25,2024,8,31,18,Orthopedic,Dr Sharma,Yes,No,2,220,8
Green Valley Hospital,28.7,77.3,2024,7,2,42,Dental,Dr Singh,No,Yes,1,178,9
Green Valley Hospital,28.7,77.3,2022,19,101,46,Dental,Dr Singh,Yes,No,1,113,0
Metro Hospital,28.65,77.25,2023,21,180,118,Emergency,Dr Allen,Yes,No,0,53,0
Green Valley Hospital,28.7,77.3,2022,17,61,30,Emergency,Dr Allen,Yes,No,0,24,4
City Hospital,28.61,77.2,2022,17,26,16,Orthopedic,Dr Sharma,Yes,No,2,260,7
Metro Hospital,28.65,77.25,2024,1,10,10,Orthopedic,Dr Sharma,Yes,No,2,254,8
Green Valley Hospital,28.7,77.3,2024,22,44,30,Orthopedic,Dr Patel,Yes,No,2,228,4
Metro Hospital,28.65,77.25,2022,7,39,22,Cardiology,Dr Wright,Yes,No,3,379,5
Metro Hospital,28.65,77.25,2022,7,43,28,Cardiology,Dr Kim,Yes,No,3,380,5
City Hospital,28.61,77.2,2022,17,39,27,Dental,Dr Ali,Yes,No,1,117,5
Metro Hospital,28.65,77.25,2023,16,49,29,Dental,Dr Singh,Yes,No,1,193,4
City Hospital,28.61,77.2,2022,23,27,17,Orthopedic,Dr Reddy,Yes,No,2,238,6
Green Valley Hospital,28.7,77.3,2023,17,96,85,Emergency,Dr Doe,No,Yes,0,43,1
Green Valley Hospital,28.7,77.3,2023,8,38,27,Dental,Dr Ali,Yes,No,1,125,6
Metro Hospital,28.65,77.25,2024,1,1,1,Dental,Dr Wong,Yes,No,1,113,9
City Hospital,28.61,77.2,2022,10,162,69,Emergency,Dr Smith,Yes,No,0,30,0
Green Valley Hospital,28.7,77.3,2023,8,103,51,Emergency,Dr Smith,Yes,No,0,40,0
Metro Hospital,28.65,77.25,2023,9,80,50,Emergency,Dr Smith,Yes,No,0,96,3
Green Valley Hospital,28.7,77.3,2023,18,55,37,X-ray,Dr Das,Yes,No,4,494,3
City Hospital,28.61,77.2,2023,6,12,10,X-ray,Dr Ray,Yes,No,4,436,5
Metro Hospital,28.65,77.25,2024,6,0,0,Dental,Dr Singh,Yes,No,1,144,7
City Hospital,28.61,77.2,2022,3,9,6,Orthopedic,Dr Patel,Yes,No,2,263,10
Green Valley Hospital,28.7,77.3,2022,15,92,39,Emergency,Dr Khan,Yes,No,0,17,2
Green Valley Hospital,28.7,77.3,2023,0,52,36,Orthopedic,Dr Patel,Yes,No,2,282,2
Metro Hospital,28.65,77.25,2022,18,58,29,X-ray,Dr Ray,Yes,No,4,454,6
City Hospital,28.61,77.2,2024,18,82,51,Dental,Dr Singh,Yes,No,1,128,2
Metro Hospital,28.65,77.25,2023,23,0,0,Dental,Dr Ali,Yes,No,1,164,6
City Hospital,28.61,77.2,2024,5,10,8,X-ray,Dr Ray,Yes,No,4,438,7
City Hospital,28.61,77.2,2022,12,116,71,Emergency,Dr Khan,Yes,No,0,70,0
City Hospital,28.61,77.2,2022,13,65,81,Cardiology,Dr Wright,No,Yes,3,333,4
Metro Hospital,28.65,77.25,2024,18,71,50,X-ray,Dr Das,Yes,No,4,440,2
Metro Hospital,28.65,77.25,2024,7,1,1,Dental,Dr Wong,Yes,No,1,111,7
Metro Hospital,28.65,77.25,2022,10,56,23,X-ray,Dr Das,Yes,No,4,450,3
Metro Hospital,28.65,77.25,2023,5,0,0,Dental,Dr Ali,Yes,No,1,151,8
City Hospital,28.61,77.2,2023,21,2,1,Dental,Dr Singh,Yes,No,1,177,9
Metro Hospital,28.65,77.25,2023,18,74,52,Dental,Dr Ali,Yes,No,1,137,3
Green Valley Hospital,28.7,77.3,2022,21,0,0,Dental,Dr Ali,No,Yes,1,194,10
City Hospital,28.61,77.2,2023,17,43,30,Dental,Dr Ali,Yes,No,1,150,6
Green Valley Hospital,28.7,77.3,2024,8,37,52,Cardiology,Dr Wright,No,Yes,3,311,6
Metro Hospital,28.65,77.25,2024,13,71,49,Orthopedic,Dr Sharma,Yes,No,2,247,3
Green Valley Hospital,28.7,77.3,2023,10,60,37,Orthopedic,Dr Sharma,Yes,No,2,230,3
City Hospital,28.61,77.2,2022,23,38,62,X-ray,Dr Ray,No,Yes,4,487,5
Green Valley Hospital,28.7,77.3,2024,11,92,39,Cardiology,Dr Gupta,Yes,No,3,367,1
City Hospital,28.61,77.2,2024,15,46,30,X-ray,Dr Das,Yes,No,4,431,5
City Hospital,28.61,77.2,2022,6,9,8,Cardiology,Dr Lee,Yes,No,3,330,7
Metro Hospital,28.65,77.25,2023,3,18,52,X-ray,Dr Das,No,Yes,4,447,9
City Hospital,28.61,77.2,2022,2,20,32,X-ray,Dr Ray,No,Yes,4,454,7
Green Valley Hospital,28.7,77.3,2022,3,34,20,Emergency,Dr Allen,Yes,No,0,75,2
Green Valley Hospital,28.7,77.3,2023,6,0,0,Dental,Dr Singh,Yes,No,1,181,6
City Hospital,28.61,77.2,2023,0,50,22,Orthopedic,Dr Sharma,Yes,No,2,274,3
Green Valley Hospital,28.7,77.3,2022,0,33,18,Orthopedic,Dr Sharma,Yes,No,2,215,4
City Hospital,28.61,77.2,2024,13,74,48,Cardiology,Dr Gupta,Yes,No,3,378,3
Green Valley Hospital,28.7,77.3,2023,19,161,66,Emergency,Dr Smith,Yes,No,0,55,0
Green Valley Hospital,28.7,77.3,2023,17,53,31,Orthopedic,Dr Sharma,Yes,No,2,237,5
City Hospital,28.61,77.2,2024,10,71,40,Dental,Dr Ali,Yes,No,1,166,3
City Hospital,28.61,77.2,2023,19,85,82,Orthopedic,Dr Patel,No,Yes,2,246,1
City Hospital,28.61,77.2,2022,22,33,21,X-ray,Dr Ray,Yes,No,4,423,4
City Hospital,28.61,77.2,2022,23,1,5,Dental,Dr Wong,Yes,No,1,153,9
City Hospital,28.61,77.2,2022,1,2,3,Cardiology,Dr Lee,Yes,No,3,316,7
Green Valley Hospital,28.7,77.3,2023,7,66,78,Emergency,Dr Smith,No,Yes,0,83,4
City Hospital,28.61,77.2,2022,3,11,11,X-ray,Dr Ray,Yes,No,4,474,5
Green Valley Hospital,28.7,77.3,2022,10,75,41,Orthopedic,Dr Reddy,Yes,No,2,270,2
Metro Hospital,28.65,77.25,2023,15,113,74,Emergency,Dr Allen,Yes,No,0,24,0
City Hospital,28.61,77.2,2023,3,8,7,Cardiology,Dr Kim,Yes,No,3,329,7
Metro Hospital,28.65,77.25,2024,6,4,3,Orthopedic,Dr Verma,Yes,No,2,210,6
Green Valley Hospital,28.7,77.3,2022,10,123,83,Emergency,Dr Smith,Yes,No,0,25,0
City Hospital,28.61,77.2,2023,16,32,24,Cardiology,Dr Lee,Yes,No,3,374,7
City Hospital,28.61,77.2,2022,0,38,60,Orthopedic,Dr Patel,No,Yes,2,290,5
Green Valley Hospital,28.7,77.3,2022,2,7,5,Orthopedic,Dr Sharma,Yes,No,2,223,8
Metro Hospital,28.65,77.25,2023,8,54,25,Dental,Dr Wong,Yes,No,1,193,5
City Hospital,28.61,77.2,2022,17,72,49,Emergency,Dr Khan,Yes,No,0,63,3
Green Valley Hospital,28.7,77.3,2024,21,89,53,Cardiology,Dr Kim,Yes,No,3,357,1
Green Valley Hospital,28.7,77.3,2022,1,40,28,Emergency,Dr Smith,Yes,No,0,61,4
City Hospital,28.61,77.2,2022,21,3,40,Dental,Dr Singh,No,Yes,1,145,7
City Hospital,28.61,77.2,2022,6,6,9,Cardiology,Dr Kim,Yes,No,3,350,9
City Hospital,28.61,77.2,2023,17,27,19,Cardiology,Dr Kim,Yes,No,3,378,5
Metro Hospital,28.65,77.25,2024,23,38,22,Orthopedic,Dr Reddy,Yes,No,2,240,5
City Hospital,28.61,77.2,2022,13,82,55,Dental,Dr Wong,Yes,No,1,152,3
City Hospital,28.61,77.2,2023,12,148,95,Emergency,Dr Smith,Yes,No,0,30,0
Metro Hospital,28.65,77.25,2024,19,139,118,Emergency,Dr Doe,No,Yes,0,35,0
Metro Hospital,28.65,77.25,2023,10,62,34,X-ray,Dr Ray,Yes,No,4,494,2
City Hospital,28.61,77.2,2024,9,38,18,Cardiology,Dr Wright,Yes,No,3,335,3
City Hospital,28.61,77.2,2022,19,94,48,Dental,Dr Ali,Yes,No,1,163,2
City Hospital,28.61,77.2,2023,4,7,7,X-ray,Dr Das,Yes,No,4,469,6
City Hospital,28.61,77.2,2023,21,3,3,Dental,Dr Ali,Yes,No,1,196,8
Metro Hospital,28.65,77.25,2023,8,26,15,Dental,Dr Singh,Yes,No,1,158,5
City Hospital,28.61,77.2,2022,10,66,37,Dental,Dr Ali,Yes,No,1,110,4
Green Valley Hospital,28.7,77.3,2022,10,57,31,X-ray,Dr Ray,Yes,No,4,421,3
Green Valley Hospital,28.7,77.3,2024,19,99,68,Cardiology,Dr Gupta,Yes,No,3,353,0
Metro Hospital,28.65,77.25,2024,10,92,56,Dental,Dr Singh,Yes,No,1,131,0
Metro Hospital,28.65,77.25,2024,2,11,11,X-ray,Dr Das,Yes,No,4,449,5
Metro Hospital,28.65,77.25,2024,21,3,35,Dental,Dr Wong,No,Yes,1,146,7
Metro Hospital,28.65,77.25,2024,1,7,5,Orthopedic,Dr Reddy,Yes,No,2,263,8
Green Valley Hospital,28.7,77.3,2024,17,34,21,Dental,Dr Wong,Yes,No,1,199,6
Green Valley Hospital,28.7,77.3,2024,15,102,73,Emergency,Dr Allen,No,Yes,0,55,0
Metro Hospital,28.65,77.25,2023,19,101,53,Cardiology,Dr Wright,Yes,No,3,313,0
Metro Hospital,28.65,77.25,2022,14,140,90,Emergency,Dr Smith,Yes,No,0,99,0
Green Valley Hospital,28.7,77.3,2022,10,159,78,Emergency,Dr Khan,Yes,No,0,24,0
City Hospital,28.61,77.2,2023,11,45,25,X-ray,Dr Das,Yes,No,4,430,6
Metro Hospital,28.65,77.25,2023,15,34,23,X-ray,Dr Ray,Yes,No,4,455,6
Metro Hospital,28.65,77.25,2024,8,61,27,Emergency,Dr Khan,Yes,No,0,21,3
City Hospital,28.61,77.2,2023,21,0,0,Dental,Dr Wong,Yes,No,1,198,8
Green Valley Hospital,28.7,77.3,2023,7,55,32,Emergency,Dr Smith,Yes,No,0,83,2
Metro Hospital,28.65,77.25,2024,21,97,47,Orthopedic,Dr Verma,Yes,No,2,226,1
Green Valley Hospital,28.7,77.3,2022,20,75,62,X-ray,Dr Ray,No,Yes,4,466,2
Green Valley Hospital,28.7,77.3,2024,10,53,35,X-ray,Dr Das,Yes,No,4,416,4
Green Valley Hospital,28.7,77.3,2022,18,96,59,Orthopedic,Dr Patel,Yes,No,2,225,1
Green Valley Hospital,28.7,77.3,2022,22,49,28,Orthopedic,Dr Sharma,Yes,No,2,266,3
Green Valley Hospital,28.7,77.3,2024,10,65,37,Orthopedic,Dr Reddy,Yes,No,2,243,4
City Hospital,28.61,77.2,2024,5,16,13,X-ray,Dr Das,Yes,No,4,484,6
City Hospital,28.61,77.2,2022,8,42,21,Cardiology,Dr Wright,Yes,No,3,332,3
Metro Hospital,28.65,77.25,2022,7,1,2,Dental,Dr Wong,Yes,No,1,197,8
City Hospital,28.61,77.2,2024,16,30,16,X-ray,Dr Das,Yes,No,4,488,5
City Hospital,28.61,77.2,2024,13,66,41,X-ray,Dr Ray,Yes,No,4,470,4
Green Valley Hospital,28.7,77.3,2022,7,95,62,Emergency,Dr Doe,Yes,No,0,81,2
Green Valley Hospital,28.7,77.3,2022,5,0,0,Dental,Dr Singh,No,Yes,1,114,7
Metro Hospital,28.65,77.25,2022,22,89,45,Emergency,Dr Doe,Yes,No,0,37,2
Green Valley Hospital,28.7,77.3,2023,23,45,32,Orthopedic,Dr Verma,Yes,No,2,233,6
City Hospital,28.61,77.2,2024,19,49,58,X-ray,Dr Das,No,Yes,4,477,6
Metro Hospital,28.65,77.25,2024,13,70,47,Orthopedic,Dr Patel,Yes,No,2,260,3
Metro Hospital,28.65,77.25,2022,4,1,4,Dental,Dr Singh,Yes,No,1,128,6
City Hospital,28.61,77.2,2023,1,2,4,Dental,Dr Ali,Yes,No,1,114,9
Green Valley Hospital,28.7,77.3,2024,22,28,18,Cardiology,Dr Gupta,Yes,No,3,367,6
City Hospital,28.61,77.2,2024,9,35,18,Dental,Dr Wong,Yes,No,1,140,5
Metro Hospital,28.65,77.25,2024,10,85,58,Cardiology,Dr Kim,Yes,No,3,357,1
Metro Hospital,28.65,77.25,2024,22,76,35,Emergency,Dr Doe,Yes,No,0,20,1
Green Valley Hospital,28.7,77.3,2024,17,37,20,Cardiology,Dr Wright,Yes,No,3,327,5
City Hospital,28.61,77.2,2024,19,100,70,Orthopedic,Dr Sharma,Yes,No,2,240,0
City Hospital,28.61,77.2,2024,5,46,47,Emergency,Dr Allen,No,Yes,0,32,3
Green Valley Hospital,28.7,77.3,2024,18,92,52,Orthopedic,Dr Verma,Yes,No,2,222,2
Metro Hospital,28.65,77.25,2024,9,79,38,Emergency,Dr Allen,Yes,No,0,20,4
Metro Hospital,28.65,77.25,2022,0,95,46,Emergency,Dr Doe,Yes,No,0,52,2
Metro Hospital,28.65,77.25,2022,23,41,29,Cardiology,Dr Wright,Yes,No,3,357,6
Metro Hospital,28.65,77.25,2022,13,81,53,Orthopedic,Dr Reddy,Yes,No,2,289,1
City Hospital,28.61,77.2,2023,12,79,58,Dental,Dr Wong,Yes,No,1,136,2
City Hospital,28.61,77.2,2024,20,83,50,Dental,Dr Singh,Yes,No,1,119,3
Metro Hospital,28.65,77.25,2024,6,3,4,Orthopedic,Dr Verma,Yes,No,2,215,8
Metro Hospital,28.65,77.25,2023,17,90,61,Emergency,Dr Doe,Yes,No,0,98,2
Green Valley Hospital,28.7,77.3,2023,0,28,17,Cardiology,Dr Kim,Yes,No,3,389,4
Metro Hospital,28.65,77.25,2024,1,1,5,Dental,Dr Ali,Yes,No,1,149,5
Metro Hospital,28.65,77.25,2022,21,85,44,Cardiology,Dr Wright,Yes,No,3,374,1
City Hospital,28.61,77.2,2022,0,86,41,Emergency,Dr Doe,Yes,No,0,35,3
City Hospital,28.61,77.2,2022,18,78,42,Dental,Dr Wong,Yes,No,1,115,2
Metro Hospital,28.65,77.25,2022,0,0,0,Dental,Dr Ali,Yes,No,1,198,7
City Hospital,28.61,77.2,2023,23,42,28,Orthopedic,Dr Sharma,Yes,No,2,286,4
Metro Hospital,28.65,77.25,2022,21,145,100,Emergency,Dr Khan,Yes,No,0,65,0
Green Valley Hospital,28.7,77.3,2022,10,58,31,X-ray,Dr Ray,Yes,No,4,418,2
Green Valley Hospital,28.7,77.3,2023,4,5,25,Cardiology,Dr Kim,No,Yes,3,320,8
Metro Hospital,28.65,77.25,2023,15,29,15,Orthopedic,Dr Reddy,Yes,No,2,241,6
