hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
Green Valley Hospital,28.7,77.3,2023,2,20,15,X-ray,Dr Ray,Yes,No,4,455,6
Green Valley Hospital,28.7,77.3,2024,22,42,18,X-ray,Dr Das,Yes,No,4,496,7
City Hospital,28.61,77.2,2022,21,177,121,Emergency,Dr Smith,Yes,No,0,89,0
City Hospital,28.61,77.2,2022,6,27,48,Emergency,Dr Khan,No,Yes,0,86,5
Green Valley Hospital,28.7,77.3,2023,11,74,41,Cardiology,Dr Gupta,Yes,No,3,327,3
City Hospital,28.61,77.2,2024,8,41,27,X-ray,Dr Das,Yes,No,4,455,4
Green Valley Hospital,28.7,77.3,2022,23,43,25,X-ray,Dr Ray,Yes,No,4,411,6
Green Valley Hospital,28.7,77.3,2022,9,66,48,Emergency,Dr Allen,Yes,No,0,44,3
City Hospital,28.61,77.2,2024,20,76,49,Orthopedic,Dr Reddy,Yes,No,2,295,4
City Hospital,28.61,77.2,2024,16,70,31,Emergency,Dr Doe,Yes,No,0,85,2
Green Valley Hospital,28.7,77.3,2022,14,62,56,Orthopedic,Dr Patel,No,Yes,2,247,3
City Hospital,28.61,77.2,2024,17,38,24,X-ray,Dr Das,Yes,No,4,486,7
Metro Hospital,28.65,77.25,2022,19,102,52,Dental,Dr Wong,Yes,No,1,172,0
City Hospital,28.61,77.2,2024,17,52,62,Orthopedic,Dr Verma,No,Yes,2,277,4
Metro Hospital,28.65,77.25,2023,17,33,23,X-ray,Dr Das,Yes,No,4,492,6
City Hospital,28.61,77.2,2023,4,39,19,Emergency,Dr Smith,Yes,No,0,17,5
Green Valley Hospital,28.7,77.3,2023,15,40,30,X-ray,Dr Ray,Yes,No,4,460,4
City Hospital,28.61,77.2,2022,3,2,5,Dental,Dr Singh,Yes,No,1,164,8
City Hospital,28.61,77.2,2024,12,67,37,Dental,Dr Ali,Yes,No,1,141,4
City Hospital,28.61,77.2,2022,12,62,29,Orthopedic,Dr Reddy,Yes,No,2,264,4
City Hospital,28.61,77.2,2022,1,12,35,X-ray,Dr Das,No,Yes,4,421,6
Green Valley Hospital,28.7,77.3,2023,1,25,16,Emergency,Dr Allen,Yes,No,0,56,6
City Hospital,28.61,77.2,2023,23,37,24,X-ray,Dr Das,Yes,No,4,418,6
Green Valley Hospital,28.7,77.3,2024,22,2,3,Dental,Dr Singh,Yes,No,1,125,9
Metro Hospital,28.65,77.25,2023,5,2,2,Orthopedic,Dr Reddy,Yes,No,2,288,7
City Hospital,28.61,77.2,2024,21,81,49,Cardiology,Dr Lee,Yes,No,3,372,1
Metro Hospital,28.65,77.25,2023,6,24,14,Emergency,Dr Allen,Yes,No,0,15,5
City Hospital,28.61,77.2,2024,9,45,31,Dental,Dr Wong,Yes,No,1,185,4
City Hospital,28.61,77.2,2023,11,72,34,Cardiology,Dr Lee,Yes,No,3,324,1
Metro Hospital,28.65,77.25,2024,15,27,15,Orthopedic,Dr Reddy,Yes,No,2,226,6
City Hospital,28.61,77.2,2022,11,67,32,Dental,Dr Singh,Yes,No,1,170,4
City Hospital,28.61,77.2,2023,22,47,24,Orthopedic,Dr Sharma,Yes,No,2,224,5
City Hospital,28.61,77.2,2024,1,25,20,Emergency,Dr Smith,Yes,No,0,49,6
City Hospital,28.61,77.2,2022,19,86,37,Cardiology,Dr Kim,Yes,No,3,379,3
City Hospital,28.61,77.2,2024,10,67,47,Dental,Dr Wong,Yes,No,1,132,2
City Hospital,28.61,77.2,2022,13,141,69,Emergency,Dr Smith,Yes,No,0,26,0
City Hospital,28.61,77.2,2022,20,146,59,Emergency,Dr Allen,Yes,No,0,69,0
Metro Hospital,28.65,77.25,2024,10,75,69,Dental,Dr Singh,No,Yes,1,190,2
Metro Hospital,28.65,77.25,2022,15,34,44,Orthopedic,Dr Verma,No,Yes,2,243,6
Green Valley Hospital,28.7,77.3,2023,4,0,0,Dental,Dr Singh,No,Yes,1,187,8
Green Valley Hospital,28.7,77.3,2022,6,9,8,Cardiology,Dr Gupta,Yes,No,3,356,8
Green Valley Hospital,28.7,77.3,2024,3,9,43,Orthopedic,Dr Reddy,No,Yes,2,294,6
City Hospital,28.61,77.2,2024,1,3,2,Dental,Dr Singh,Yes,No,1,131,8
City Hospital,28.61,77.2,2022,23,39,21,Cardiology,Dr Kim,Yes,No,3,327,5
Metro Hospital,28.65,77.25,2022,1,21,16,X-ray,Dr Das,Yes,No,4,444,7
Green Valley Hospital,28.7,77.3,2024,6,10,6,Orthopedic,Dr Sharma,Yes,No,2,250,7
Green Valley Hospital,28.7,77.3,2023,13,70,33,Orthopedic,Dr Patel,Yes,No,2,286,1
Green Valley Hospital,28.7,77.3,2023,19,88,55,Dental,Dr Ali,Yes,No,1,197,1
Metro Hospital,28.65,77.25,2023,10,153,98,Emergency,Dr Doe,Yes,No,0,20,0
Green Valley Hospital,28.7,77.3,2023,13,77,55,Dental,Dr Ali,Yes,No,1,188,3
Green Valley Hospital,28.7,77.3,2023,0,38,27,X-ray,Dr Das,Yes,No,4,472,6
City Hospital,28.61,77.2,2023,20,89,44,Cardiology,Dr Wright,Yes,No,3,398,1
Metro Hospital,28.65,77.25,2022,6,20,16,Emergency,Dr Smith,Yes,No,0,98,5
City Hospital,28.61,77.2,2024,21,1,1,Dental,Dr Singh,Yes,No,1,192,8
Metro Hospital,28.65,77.25,2024,12,64,40,Dental,Dr Singh,Yes,No,1,133,4
Green Valley Hospital,28.7,77.3,2022,14,74,45,Cardiology,Dr Gupta,Yes,No,3,396,3
Green Valley Hospital,28.7,77.3,2022,8,45,47,Dental,Dr Singh,No,Yes,1,142,5
Metro Hospital,28.65,77.25,2024,9,25,13,Orthopedic,Dr Patel,Yes,No,2,216,5
City Hospital,28.61,77.2,2023,14,86,47,Orthopedic,Dr Reddy,Yes,No,2,231,2
Metro Hospital,28.65,77.25,2023,23,2,3,Dental,Dr Wong,Yes,No,1,131,7
City Hospital,28.61,77.2,2023,6,8,7,Orthopedic,Dr Reddy,Yes,No,2,297,8
Metro Hospital,28.65,77.25,2023,16,58,42,Emergency,Dr Allen,Yes,No,0,69,2
Green Valley Hospital,28.7,77.3,2022,3,6,8,Orthopedic,Dr Patel,Yes,No,2,272,5
Green Valley Hospital,28.7,77.3,2024,15,43,27,Dental,Dr Wong,Yes,No,1,145,5
City Hospital,28.61,77.2,2024,1,13,11,X-ray,Dr Das,Yes,No,4,475,6
Metro Hospital,28.65,77.25,2023,22,39,22,X-ray,Dr Ray,Yes,No,4,429,7
Green Valley Hospital,28.7,77.3,2024,9,44,30,Cardiology,Dr Kim,Yes,No,3,325,7
City Hospital,28.61,77.2,2024,12,87,46,Dental,Dr Ali,Yes,No,1,143,2
City Hospital,28.61,77.2,2023,2,12,11,X-ray,Dr Ray,Yes,No,4,426,6
Metro Hospital,28.65,77.25,2022,5,11,11,Orthopedic,Dr Verma,Yes,No,2,250,8
Metro Hospital,28.65,77.25,2024,12,55,60,X-ray,Dr Ray,No,Yes,4,494,5
City Hospital,28.61,77.2,2024,20,158,73,Emergency,Dr Smith,Yes,No,0,30,0
City Hospital,28.61,77.2,2024,1,11,6,Cardiology,Dr Gupta,Yes,No,3,398,5
Green Valley Hospital,28.7,77.3,2024,0,31,16,X-ray,Dr Das,Yes,No,4,453,6
Green Valley Hospital,28.7,77.3,2022,11,130,60,Emergency,Dr Allen,Yes,No,0,12,0
City Hospital,28.61,77.2,2023,6,10,8,Cardiology,Dr Lee,Yes,No,3,344,6
Green Valley Hospital,28.7,77.3,2023,10,61,70,Dental,Dr Ali,No,Yes,1,153,5
City Hospital,28.61,77.2,2023,12,56,51,X-ray,Dr Das,No,Yes,4,459,4
Green Valley Hospital,28.7,77.3,2022,22,54,32,Orthopedic,Dr Reddy,Yes,No,2,264,4
Metro Hospital,28.65,77.25,2024,6,38,25,Emergency,Dr Allen,Yes,No,0,19,4
City Hospital,28.61,77.2,2024,4,41,21,Emergency,Dr Doe,Yes,No,0,27,6
Metro Hospital,28.65,77.25,2024,3,20,10,X-ray,Dr Das,Yes,No,4,459,8
Green Valley Hospital,28.7,77.3,2022,13,87,42,Cardiology,Dr Wright,Yes,No,3,318,1
Metro Hospital,28.65,77.25,2023,5,14,11,X-ray,Dr Das,Yes,No,4,425,7
City Hospital,28.61,77.2,2023,10,53,48,X-ray,Dr Das,No,Yes,4,434,6
City Hospital,28.61,77.2,2023,20,168,70,Emergency,Dr Smith,Yes,No,0,18,0
Green Valley Hospital,28.7,77.3,2024,9,83,40,Emergency,Dr Smith,Yes,No,0,22,3
City Hospital,28.61,77.2,2023,11,66,38,Cardiology,Dr Kim,Yes,No,3,312,4
City Hospital,28.61,77.2,2022,7,30,20,Orthopedic,Dr Sharma,Yes,No,2,265,6
City Hospital,28.61,77.2,2022,18,66,43,X-ray,Dr Das,Yes,No,4,493,2
Metro Hospital,28.65,77.25,2023,13,50,69,X-ray,Dr Ray,No,Yes,4,421,3
Metro Hospital,28.65,77.25,2024,4,3,2,Dental,Dr Wong,Yes,No,1,185,9
Metro Hospital,28.65,77.25,2022,8,34,56,Orthopedic,Dr Verma,No,Yes,2,271,7
City Hospital,28.61,77.2,2024,0,41,26,Cardiology,Dr Gupta,Yes,No,3,389,4
City Hospital,28.61,77.2,2022,18,176,116,Emergency,Dr Khan,No,Yes,0,44,0
Metro Hospital,28.65,77.25,2023,13,80,53,Orthopedic,Dr Patel,Yes,No,2,288,2
City Hospital,28.61,77.2,2022,21,2,2,Dental,Dr Ali,Yes,No,1,181,6
City Hospital,28.61,77.2,2023,18,86,53,Dental,Dr Ali,Yes,No,1,195,3
City Hospital,28.61,77.2,2024,4,14,8,X-ray,Dr Das,Yes,No,4,453,6
City Hospital,28.61,77.2,2024,16,106,73,Emergency,Dr Doe,Yes,No,0,78,0
Green Valley Hospital,28.7,77.3,2023,10,41,33,X-ray,Dr Ray,Yes,No,4,420,7
City Hospital,28.61,77.2,2024,3,32,15,Emergency,Dr Smith,Yes,No,0,99,4
Metro Hospital,28.65,77.25,2024,21,145,89,Emergency,Dr Khan,Yes,No,0,20,0
Metro Hospital,28.65,77.25,2024,14,132,92,Emergency,Dr Doe,Yes,No,0,11,0
Metro Hospital,28.65,77.25,2024,8,41,23,Orthopedic,Dr Patel,Yes,No,2,268,5
Green Valley Hospital,28.7,77.3,2022,22,43,32,X-ray,Dr Ray,Yes,No,4,474,5
Green Valley Hospital,28.7,77.3,2024,10,152,111,Emergency,Dr Smith,No,Yes,0,19,0
City Hospital,28.61,77.2,2022,1,4,2,Cardiology,Dr Lee,Yes,No,3,313,7
Metro Hospital,28.65,77.25,2023,4,9,7,Cardiology,Dr Wright,Yes,No,3,383,7
City Hospital,28.61,77.2,2022,10,48,20,X-ray,Dr Das,Yes,No,4,482,3
Metro Hospital,28.65,77.25,2024,1,4,3,Orthopedic,Dr Sharma,Yes,No,2,257,6
Green Valley Hospital,28.7,77.3,2022,20,80,45,Cardiology,Dr Wright,Yes,No,3,327,2
Green Valley Hospital,28.7,77.3,2022,14,123,77,Emergency,Dr Smith,Yes,No,0,67,0
Green Valley Hospital,28.7,77.3,2023,14,61,53,Dental,Dr Singh,No,Yes,1,177,3
Metro Hospital,28.65,77.25,2024,20,78,40,Orthopedic,Dr Patel,Yes,No,2,250,3
City Hospital,28.61,77.2,2022,5,2,30,Dental,Dr Ali,No,Yes,1,171,8
Green Valley Hospital,28.7,77.3,2023,8,37,20,X-ray,Dr Das,Yes,No,4,431,5
Green Valley Hospital,28.7,77.3,2022,16,44,26,Dental,Dr Singh,Yes,No,1,145,6
City Hospital,28.61,77.2,2023,20,142,93,Emergency,Dr Khan,Yes,No,0,13,0
City Hospital,28.61,77.2,2022,0,46,31,Orthopedic,Dr Patel,Yes,No,2,270,5
Metro Hospital,28.65,77.25,2022,14,163,110,Emergency,Dr Smith,No,Yes,0,90,0
City Hospital,28.61,77.2,2024,19,51,62,X-ray,Dr Ray,No,Yes,4,434,4
City Hospital,28.61,77.2,2023,12,90,61,Dental,Dr Wong,Yes,No,1,132,0
Metro Hospital,28.65,77.25,2023,5,19,15,X-ray,Dr Das,Yes,No,4,429,7
City Hospital,28.61,77.2,2024,0,42,32,Cardiology,Dr Lee,Yes,No,3,321,7
City Hospital,28.61,77.2,2024,10,110,71,Emergency,Dr Doe,Yes,No,0,43,0
City Hospital,28.61,77.2,2023,22,42,21,Cardiology,Dr Kim,Yes,No,3,359,7
City Hospital,28.61,77.2,2024,16,41,30,Cardiology,Dr Gupta,Yes,No,3,377,6
Metro Hospital,28.65,77.25,2022,11,64,74,X-ray,Dr Das,No,Yes,4,468,3
City Hospital,28.61,77.2,2024,21,57,30,X-ray,Dr Das,Yes,No,4,456,5
Metro Hospital,28.65,77.25,2024,8,63,39,Emergency,Dr Khan,Yes,No,0,40,5
Green Valley Hospital,28.7,77.3,2024,14,84,95,Orthopedic,Dr Sharma,No,Yes,2,270,0
City Hospital,28.61,77.2,2023,15,44,18,Cardiology,Dr Kim,Yes,No,3,363,5
City Hospital,28.61,77.2,2023,4,10,5,Orthopedic,Dr Verma,Yes,No,2,234,8
City Hospital,28.61,77.2,2024,22,81,38,Emergency,Dr Doe,Yes,No,0,53,2
City Hospital,28.61,77.2,2023,1,7,43,Cardiology,Dr Lee,No,Yes,3,385,9
City Hospital,28.61,77.2,2023,17,97,47,Emergency,Dr Doe,Yes,No,0,67,2
Green Valley Hospital,28.7,77.3,2024,1,2,4,Dental,Dr Singh,Yes,No,1,121,10
City Hospital,28.61,77.2,2022,10,78,37,Cardiology,Dr Kim,Yes,No,3,313,4
City Hospital,28.61,77.2,2023,7,34,23,X-ray,Dr Ray,Yes,No,4,481,5
Metro Hospital,28.65,77.25,2023,13,69,51,Cardiology,Dr Lee,Yes,No,3,327,2
Metro Hospital,28.65,77.25,2022,9,26,16,Dental,Dr Singh,Yes,No,1,162,5
City Hospital,28.61,77.2,2024,0,37,19,Orthopedic,Dr Verma,Yes,No,2,284,6
Metro Hospital,28.65,77.25,2022,16,46,31,Cardiology,Dr Wright,Yes,No,3,322,3
Green Valley Hospital,28.7,77.3,2022,1,4,7,Cardiology,Dr Wright,Yes,No,3,371,6
City Hospital,28.61,77.2,2022,9,43,31,Cardiology,Dr Gupta,Yes,No,3,371,5
Metro Hospital,28.65,77.25,2024,13,159,86,Emergency,Dr Khan,Yes,No,0,20,0
Metro Hospital,28.65,77.25,2022,7,38,19,X-ray,Dr Ray,Yes,No,4,426,4
Metro Hospital,28.65,77.25,2022,15,67,33,Emergency,Dr Smith,Yes,No,0,90,5
City Hospital,28.61,77.2,2022,8,25,40,Orthopedic,Dr Sharma,No,Yes,2,285,8
Metro Hospital,28.65,77.25,2024,20,76,42,Cardiology,Dr Gupta,Yes,No,3,374,1
Green Valley Hospital,28.7,77.3,2022,6,2,6,Dental,Dr Wong,Yes,No,1,119,9
City Hospital,28.61,77.2,2023,21,77,75,Cardiology,Dr Kim,No,Yes,3,320,2
City Hospital,28.61,77.2,2023,5,16,15,X-ray,Dr Das,Yes,No,4,484,8
Green Valley Hospital,28.7,77.3,2022,8,35,21,X-ray,Dr Ray,Yes,No,4,433,5
City Hospital,28.61,77.2,2023,4,10,9,Cardiology,Dr Kim,Yes,No,3,355,7
Metro Hospital,28.65,77.25,2023,14,155,105,Emergency,Dr Khan,Yes,No,0,21,0
Metro Hospital,28.65,77.25,2023,18,95,57,Orthopedic,Dr Verma,Yes,No,2,250,0
Green Valley Hospital,28.7,77.3,2023,18,94,61,Dental,Dr Wong,Yes,No,1,196,0
Metro Hospital,28.65,77.25,2023,6,4,6,Orthopedic,Dr Sharma,Yes,No,2,246,6
Metro Hospital,28.65,77.25,2023,3,2,4,Dental,Dr Singh,Yes,No,1,132,10
City Hospital,28.61,77.2,2023,2,12,13,X-ray,Dr Das,Yes,No,4,442,7
Metro Hospital,28.65,77.25,2022,11,93,56,Orthopedic,Dr Verma,Yes,No,2,277,0
Metro Hospital,28.65,77.25,2024,14,85,77,Dental,Dr Singh,No,Yes,1,124,2
City Hospital,28.61,77.2,2024,0,28,41,Cardiology,Dr Wright,No,Yes,3,320,7
Green Valley Hospital,28.7,77.3,2022,21,154,67,Emergency,Dr Smith,Yes,No,0,79,0
Green Valley Hospital,28.7,77.3,2024,9,29,17,Orthopedic,Dr Reddy,Yes,No,2,226,6
Metro Hospital,28.65,77.25,2022,2,30,23,Emergency,Dr Khan,Yes,No,0,18,6
Green Valley Hospital,28.7,77.3,2024,0,38,22,X-ray,Dr Das,Yes,No,4,451,7
Metro Hospital,28.65,77.25,2024,15,51,33,Dental,Dr Wong,Yes,No,1,142,3
Metro Hospital,28.65,77.25,2022,17,36,27,Dental,Dr Wong,Yes,No,1,180,6
Metro Hospital,28.65,77.25,2022,14,89,62,Orthopedic,Dr Patel,Yes,No,2,211,0
Green Valley Hospital,28.7,77.3,2022,22,52,28,Orthopedic,Dr Verma,Yes,No,2,286,2
Metro Hospital,28.65,77.25,2024,5,39,28,Emergency,Dr Khan,Yes,No,0,44,5
Green Valley Hospital,28.7,77.3,2022,15,52,36,Dental,Dr Ali,Yes,No,1,167,6
Green Valley Hospital,28.7,77.3,2023,9,45,28,Orthopedic,Dr Verma,Yes,No,2,236,4
Metro Hospital,28.65,77.25,2022,5,10,41,Orthopedic,Dr Patel,No,Yes,2,276,9
City Hospital,28.61,77.2,2024,9,49,31,Orthopedic,Dr Sharma,Yes,No,2,231,5
City Hospital,28.61,77.2,2022,12,165,102,Emergency,Dr Doe,Yes,No,0,18,0
Metro Hospital,28.65,77.25,2022,4,10,7,Cardiology,Dr Gupta,Yes,No,3,331,7
Green Valley Hospital,28.7,77.3,2024,1,9,45,X-ray,Dr Das,No,Yes,4,456,6
City Hospital,28.61,77.2,2022,12,115,106,Emergency,Dr Smith,No,Yes,0,53,0
Metro Hospital,28.65,77.25,2024,0,36,27,Cardiology,Dr Lee,Yes,No,3,398,6
City Hospital,28.61,77.2,2023,23,35,55,Orthopedic,Dr Verma,No,Yes,2,228,6
Metro Hospital,28.65,77.25,2023,23,40,22,X-ray,Dr Das,Yes,No,4,449,7
Metro Hospital,28.65,77.25,2023,7,36,23,X-ray,Dr Ray,Yes,No,4,419,8
Green Valley Hospital,28.7,77.3,2023,7,106,68,Emergency,Dr Khan,Yes,No,0,22,0
Metro Hospital,28.65,77.25,2022,11,77,41,Orthopedic,Dr Reddy,Yes,No,2,258,1
City Hospital,28.61,77.2,2024,4,8,6,Orthopedic,Dr Patel,Yes,No,2,223,8
City Hospital,28.61,77.2,2022,10,47,37,X-ray,Dr Das,Yes,No,4,417,6
Green Valley Hospital,28.7,77.3,2024,6,3,2,Dental,Dr Ali,Yes,No,1,179,10
Green Valley Hospital,28.7,77.3,2024,0,3,6,Dental,Dr Wong,Yes,No,1,121,7
Metro Hospital,28.65,77.25,2022,14,86,39,Cardiology,Dr Kim,Yes,No,3,392,1
Metro Hospital,28.65,77.25,2024,20,76,41,Orthopedic,Dr Verma,Yes,No,2,248,3
Metro Hospital,28.65,77.25,2023,13,159,80,Emergency,Dr Doe,Yes,No,0,87,0
City Hospital,28.61,77.2,2022,6,3,6,Dental,Dr Ali,Yes,No,1,195,7
City Hospital,28.61,77.2,2023,16,51,29,Cardiology,Dr Gupta,Yes,No,3,373,4
Metro Hospital,28.65,77.25,2022,12,63,83,Dental,Dr Ali,No,Yes,1,147,4
City Hospital,28.61,77.2,2022,7,41,18,Cardiology,Dr Kim,Yes,No,3,388,4
City Hospital,28.61,77.2,2024,2,3,2,Dental,Dr Ali,Yes,No,1,175,6
Green Valley Hospital,28.7,77.3,2022,18,103,45,Orthopedic,Dr Sharma,Yes,No,2,246,0
City Hospital,28.61,77.2,2023,10,63,39,X-ray,Dr Ray,Yes,No,4,448,5
City Hospital,28.61,77.2,2022,4,1,29,Dental,Dr Singh,No,Yes,1,177,7
Green Valley Hospital,28.7,77.3,2023,23,42,32,Cardiology,Dr Gupta,Yes,No,3,320,5
Metro Hospital,28.65,77.25,2024,19,78,55,Cardiology,Dr Lee,Yes,No,3,322,2
Metro Hospital,28.65,77.25,2023,21,75,39,Orthopedic,Dr Patel,Yes,No,2,265,3
Metro Hospital,28.65,77.25,2022,15,37,23,X-ray,Dr Ray,Yes,No,4,434,5
Metro Hospital,28.65,77.25,2024,13,74,50,Orthopedic,Dr Verma,Yes,No,2,292,2
City Hospital,28.61,77.2,2022,20,82,58,Dental,Dr Wong,Yes,No,1,146,3
Green Valley Hospital,28.7,77.3,2023,0,34,15,X-ray,Dr Ray,Yes,No,4,436,8
Metro Hospital,28.65,77.25,2024,19,97,56,Dental,Dr Wong,Yes,No,1,143,0
Green Valley Hospital,28.7,77.3,2022,11,76,41,Orthopedic,Dr Verma,Yes,No,2,260,3
Metro Hospital,28.65,77.25,2024,4,2,3,Orthopedic,Dr Sharma,Yes,No,2,239,6
Green Valley Hospital,28.7,77.3,2024,3,15,44,X-ray,Dr Ray,No,Yes,4,411,6
Metro Hospital,28.65,77.25,2022,4,8,9,Cardiology,Dr Gupta,Yes,No,3,352,8
Green Valley Hospital,28.7,77.3,2022,23,58,44,Emergency,Dr Khan,Yes,No,0,48,4
Metro Hospital,28.65,77.25,2023,6,19,9,X-ray,Dr Das,Yes,No,4,464,6
Metro Hospital,28.65,77.25,2023,19,70,34,Dental,Dr Singh,Yes,No,1,187,2
Metro Hospital,28.65,77.25,2023,2,13,29,X-ray,Dr Das,No,Yes,4,471,8
Metro Hospital,28.65,77.25,2023,15,25,14,Orthopedic,Dr Sharma,Yes,No,2,249,8
Green Valley Hospital,28.7,77.3,2024,4,6,4,Orthopedic,Dr Reddy,Yes,No,2,220,6
Metro Hospital,28.65,77.25,2024,0,90,58,Emergency,Dr Doe,Yes,No,0,58,1
City Hospital,28.61,77.2,2024,10,60,56,X-ray,Dr Ray,No,Yes,4,462,3
City Hospital,28.61,77.2,2024,19,60,44,X-ray,Dr Das,Yes,No,4,471,3
Metro Hospital,28.65,77.25,2023,19,87,48,Cardiology,Dr Lee,Yes,No,3,362,3
Green Valley Hospital,28.7,77.3,2024,9,37,28,X-ray,Dr Ray,Yes,No,4,454,5
City Hospital,28.61,77.2,2023,1,11,7,Cardiology,Dr Wright,Yes,No,3,324,6
City Hospital,28.61,77.2,2024,9,90,43,Emergency,Dr Doe,Yes,No,0,46,2
Metro Hospital,28.65,77.25,2024,17,46,26,Cardiology,Dr Lee,Yes,No,3,352,5
Green Valley Hospital,28.7,77.3,2023,19,71,35,X-ray,Dr Das,Yes,No,4,421,4
Metro Hospital,28.65,77.25,2024,6,6,32,Cardiology,Dr Kim,No,Yes,3,386,8
City Hospital,28.61,77.2,2024,4,13,8,X-ray,Dr Das,Yes,No,4,499,7
Metro Hospital,28.65,77.25,2023,1,2,32,Dental,Dr Singh,No,Yes,1,133,7
Metro Hospital,28.65,77.25,2024,13,58,32,X-ray,Dr Das,Yes,No,4,441,2
City Hospital,28.61,77.2,2022,22,83,46,Emergency,Dr Doe,Yes,No,0,20,2
Green Valley Hospital,28.7,77.3,2023,22,47,25,Orthopedic,Dr Patel,Yes,No,2,224,6
City Hospital,28.61,77.2,2023,16,43,23,Dental,Dr Singh,Yes,No,1,119,5
Green Valley Hospital,28.7,77.3,2024,0,88,55,Emergency,Dr Khan,Yes,No,0,64,2
Green Valley Hospital,28.7,77.3,2024,1,7,7,Cardiology,Dr Kim,Yes,No,3,316,5
City Hospital,28.61,77.2,2022,7,43,28,Cardiology,Dr Kim,Yes,No,3,383,5
Metro Hospital,28.65,77.25,2022,13,75,40,Orthopedic,Dr Sharma,Yes,No,2,264,3
Metro Hospital,28.65,77.25,2023,1,11,8,Orthopedic,Dr Patel,Yes,No,2,284,7
City Hospital,28.61,77.2,2023,17,79,55,Emergency,Dr Doe,Yes,No,0,80,1
Green Valley Hospital,28.7,77.3,2022,11,90,46,Dental,Dr Singh,Yes,No,1,133,1
Metro Hospital,28.65,77.25,2022,13,83,55,Cardiology,Dr Wright,Yes,No,3,316,1
Green Valley Hospital,28.7,77.3,2023,2,3,34,Dental,Dr Wong,No,Yes,1,132,9
Metro Hospital,28.65,77.25,2024,0,39,48,Cardiology,Dr Wright,No,Yes,3,357,6
City Hospital,28.61,77.2,2022,8,46,60,X-ray,Dr Ray,No,Yes,4,452,7
Metro Hospital,28.65,77.25,2022,2,5,6,Cardiology,Dr Kim,Yes,No,3,340,7
City Hospital,28.61,77.2,2023,18,80,37,Dental,Dr Singh,Yes,No,1,185,1
Metro Hospital,28.65,77.25,2024,21,56,37,X-ray,Dr Ray,Yes,No,4,444,5
Green Valley Hospital,28.7,77.3,2023,0,40,27,Cardiology,Dr Gupta,Yes,No,3,394,4
City Hospital,28.61,77.2,2024,4,5,7,Cardiology,Dr Lee,Yes,No,3,384,8
Metro Hospital,28.65,77.25,2023,6,36,22,Emergency,Dr Khan,Yes,No,0,24,4
Green Valley Hospital,28.7,77.3,2024,21,141,65,Emergency,Dr Khan,Yes,No,0,87,0
Green Valley Hospital,28.7,77.3,2024,7,36,41,Cardiology,Dr Gupta,No,Yes,3,322,4
Green Valley Hospital,28.7,77.3,2022,1,8,6,Orthopedic,Dr Sharma,Yes,No,2,258,5
Green Valley Hospital,28.7,77.3,2022,16,46,46,Cardiology,Dr Wright,No,Yes,3,369,4
City Hospital,28.61,77.2,2024,1,2,3,Dental,Dr Wong,Yes,No,1,170,6
City Hospital,28.61,77.2,2022,4,47,31,Emergency,Dr Khan,Yes,No,0,62,5
Metro Hospital,28.65,77.25,2024,10,76,47,Cardiology,Dr Gupta,Yes,No,3,367,2
Metro Hospital,28.65,77.25,2024,11,86,52,Orthopedic,Dr Verma,Yes,No,2,249,3
City Hospital,28.61,77.2,2024,11,70,36,Cardiology,Dr Wright,Yes,No,3,392,4
City Hospital,28.61,77.2,2024,6,14,13,X-ray,Dr Ray,Yes,No,4,434,6
Metro Hospital,28.65,77.25,2024,1,9,7,Cardiology,Dr Gupta,Yes,No,3,392,6
City Hospital,28.61,77.2,2024,22,1,5,Dental,Dr Singh,Yes,No,1,146,9
Metro Hospital,28.65,77.25,2024,22,0,0,Dental,Dr Singh,No,Yes,1,157,7
Green Valley Hospital,28.7,77.3,2022,10,70,46,X-ray,Dr Das,Yes,No,4,470,3
City Hospital,28.61,77.2,2024,8,69,43,Emergency,Dr Allen,Yes,No,0,74,2
Green Valley Hospital,28.7,77.3,2024,9,52,34,Dental,Dr Ali,Yes,No,1,167,4
Green Valley Hospital,28.7,77.3,2023,2,8,28,X-ray,Dr Das,No,Yes,4,498,7
Metro Hospital,28.65,77.25,2024,14,66,49,Orthopedic,Dr Verma,Yes,No,2,256,4
Metro Hospital,28.65,77.25,2024,10,164,112,Emergency,Dr Smith,Yes,No,0,40,0
City Hospital,28.61,77.2,2023,20,71,39,Orthopedic,Dr Reddy,Yes,No,2,279,4
Green Valley Hospital,28.7,77.3,2024,22,84,42,Emergency,Dr Doe,Yes,No,0,92,4
Metro Hospital,28.65,77.25,2022,17,65,29,Emergency,Dr Smith,Yes,No,0,38,2
City Hospital,28.61,77.2,2022,12,136,114,Emergency,Dr Smith,No,Yes,0,28,0
Metro Hospital,28.65,77.25,2022,21,51,51,X-ray,Dr Ray,No,Yes,4,462,3
Metro Hospital,28.65,77.25,2024,14,88,44,Cardiology,Dr Lee,Yes,No,3,353,0
Green Valley Hospital,28.7,77.3,2023,2,10,8,Orthopedic,Dr Reddy,Yes,No,2,269,7
City Hospital,28.61,77.2,2024,3,12,12,X-ray,Dr Das,Yes,No,4,451,6
City Hospital,28.61,77.2,2024,19,84,47,Cardiology,Dr Wright,Yes,No,3,378,2
Green Valley Hospital,28.7,77.3,2024,22,34,50,Orthopedic,Dr Verma,No,Yes,2,275,6
